epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,161.602,1.27593,2.41667,1.27782,1,0.04023,0.32834,0.25845,1.40333,3.66811,1.57239,0.000213433,0.000213433,0.000213433
25,168.008,1.34448,2.63473,1.4168,1,0.04145,0.34093,0.26326,1.4048,3.63475,1.57261,0.000219663,0.000219663,0.000219663
26,174.468,1.30649,2.48328,1.35674,1,0.0416,0.35179,0.26098,1.42396,3.62716,1.59105,0.00022566,0.00022566,0.00022566
27,180.899,1.31175,2.52658,1.36978,0.97035,0.12796,0.34163,0.25944,1.41777,3.61144,1.56748,0.000231424,0.000231424,0.000231424
28,187.271,1.40034,2.58304,1.41809,0.97035,0.12796,0.34163,0.25944,1.41777,3.61144,1.56748,0.000236955,0.000236955,0.000236955
29,193.745,1.26521,2.45261,1.38063,0.92067,0.1875,0.32776,0.25796,1.43464,3.59627,1.56445,0.000242254,0.000242254,0.000242254
30,200.188,1.25654,2.36962,1.23794,0.90797,0.10417,0.3511,0.26806,1.48676,3.57378,1.57002,0.000247319,0.000247319,0.000247319
31,206.604,1.18144,2.26023,1.27846,0.90797,0.10417,0.3511,0.26806,1.48676,3.57378,1.57002,0.000252152,0.000252152,0.000252152
32,213.006,1.27223,2.24976,1.27375,0.92909,0.12215,0.38125,0.29501,1.49391,3.54122,1.5887,0.000256752,0.000256752,0.000256752
33,219.608,1.24372,2.08317,1.27483,0.89496,0.199,0.40033,0.29739,1.45453,3.47288,1.55275,0.000261119,0.000261119,0.000261119
34,226.075,1.36024,2.42516,1.47054,0.89496,0.199,0.40033,0.29739,1.45453,3.47288,1.55275,0.000265253,0.000265253,0.000265253
35,232.569,1.23004,2.17063,1.31393,0.86206,0.18437,0.41436,0.29532,1.47223,3.39375,1.57653,0.000269155,0.000269155,0.000269155
36,238.918,1.17371,2.08834,1.26336,0.79815,0.23924,0.44267,0.30489,1.4758,3.30861,1.62273,0.000272823,0.000272823,0.000272823
37,245.432,1.19512,2.01527,1.29316,0.79815,0.23924,0.44267,0.30489,1.4758,3.30861,1.62273,0.000276259,0.000276259,0.000276259
38,252.017,1.30584,2.27705,1.41238,0.78408,0.25933,0.44876,0.31884,1.53626,3.26125,1.64644,0.000279462,0.000279462,0.000279462
39,258.611,1.19925,2.13671,1.34137,0.78356,0.26373,0.42867,0.30155,1.60898,3.19127,1.67779,0.000282432,0.000282432,0.000282432
40,264.852,1.20106,1.90099,1.25747,0.78356,0.26373,0.42867,0.30155,1.60898,3.19127,1.67779,0.000285169,0.000285169,0.000285169
41,271.108,1.25326,2.17377,1.35659,0.84018,0.26744,0.43454,0.2918,1.67559,3.13439,1.72498,0.000287673,0.000287673,0.000287673
42,277.497,1.10279,1.79806,1.15311,0.81633,0.22917,0.48147,0.31654,1.6212,3.10165,1.66255,0.000289945,0.000289945,0.000289945
43,283.841,1.11334,1.89696,1.22766,0.81633,0.22917,0.48147,0.31654,1.6212,3.10165,1.66255,0.000291983,0.000291983,0.000291983
44,290.303,1.16738,2.02299,1.29962,0.71833,0.25492,0.4771,0.31671,1.6242,3.1092,1.66473,0.000293789,0.000293789,0.000293789
45,296.822,1.21512,2.03412,1.29278,0.71833,0.25492,0.4771,0.31671,1.6242,3.1092,1.66473,0.000295362,0.000295362,0.000295362
46,303.171,1.08789,1.90014,1.23078,0.71251,0.25663,0.47124,0.31678,1.61108,3.05035,1.65746,0.000296702,0.000296702,0.000296702
47,309.502,1.21991,1.82761,1.20857,0.71251,0.25663,0.47124,0.31678,1.61108,3.05035,1.65746,0.000297809,0.000297809,0.000297809
48,315.997,1.00028,1.62469,1.14206,0.68043,0.3464,0.48716,0.33456,1.63621,3.00241,1.68825,0.000298683,0.000298683,0.000298683
49,322.532,1.09243,1.64026,1.19952,0.68043,0.3464,0.48716,0.33456,1.63621,3.00241,1.68825,0.000299325,0.000299325,0.000299325
50,329.044,1.256,2.08097,1.33575,0.66727,0.42752,0.47814,0.33359,1.66199,2.92872,1.71236,0.000299734,0.000299734,0.000299734
51,336.014,1.07763,1.64638,1.19998,0.66727,0.42752,0.47814,0.33359,1.66199,2.92872,1.71236,0.00029694,0.00029694,0.00029694
52,344.694,1.21371,1.89642,1.31351,0.58209,0.44313,0.4771,0.33596,1.59753,2.83606,1.66495,0.000291119,0.000291119,0.000291119
53,352.756,1.08455,1.72624,1.21807,0.58209,0.44313,0.4771,0.33596,1.59753,2.83606,1.66495,0.000285298,0.000285298,0.000285298
54,361.066,1.15468,1.80395,1.27147,0.58971,0.44738,0.4896,0.34233,1.60333,2.76961,1.65618,0.000279476,0.000279476,0.000279476
55,368.144,1.14347,1.6815,1.21385,0.58971,0.44738,0.4896,0.34233,1.60333,2.76961,1.65618,0.000273655,0.000273655,0.000273655
56,375.431,1.1518,1.66758,1.18281,0.48739,0.47387,0.48155,0.33875,1.62108,2.72097,1.61964,0.000267834,0.000267834,0.000267834
57,382.31,1.05296,1.55627,1.13125,0.48739,0.47387,0.48155,0.33875,1.62108,2.72097,1.61964,0.000262013,0.000262013,0.000262013
58,391.109,1.11033,1.81109,1.24384,0.65034,0.47037,0.48359,0.3359,1.62271,2.69428,1.61236,0.000256192,0.000256192,0.000256192
59,400.325,1.17481,1.86725,1.28687,0.65034,0.47037,0.48359,0.3359,1.62271,2.69428,1.61236,0.00025037,0.00025037,0.00025037
60,407.818,1.06278,1.47569,1.18607,0.62943,0.4718,0.48201,0.35751,1.58705,2.64738,1.57354,0.000244549,0.000244549,0.000244549
61,414.575,1.11651,1.60282,1.19062,0.62943,0.4718,0.48201,0.35751,1.58705,2.64738,1.57354,0.000238728,0.000238728,0.000238728
62,421.162,0.95238,1.44263,1.09031,0.64828,0.46784,0.50118,0.38129,1.62365,2.57866,1.58203,0.000232907,0.000232907,0.000232907
63,427.881,1.12266,1.65352,1.18189,0.64828,0.46784,0.50118,0.38129,1.62365,2.57866,1.58203,0.000227086,0.000227086,0.000227086
64,434.612,1.10949,1.65915,1.20314,0.77485,0.45029,0.50603,0.37885,1.59311,2.51929,1.55335,0.000221264,0.000221264,0.000221264
65,440.936,0.98966,1.42909,1.09887,0.77485,0.45029,0.50603,0.37885,1.59311,2.51929,1.55335,0.000215443,0.000215443,0.000215443
66,447.241,1.05892,1.66325,1.17071,0.8024,0.46318,0.51828,0.39507,1.56028,2.51852,1.54537,0.000209622,0.000209622,0.000209622
67,453.753,1.06212,1.56272,1.18115,0.8024,0.46318,0.51828,0.39507,1.56028,2.51852,1.54537,0.000203801,0.000203801,0.000203801
68,460.827,1.04988,1.67929,1.24888,0.80912,0.44939,0.51436,0.39468,1.52817,2.42146,1.52379,0.00019798,0.00019798,0.00019798
69,467.821,1.02341,1.53814,1.15445,0.80912,0.44939,0.51436,0.39468,1.52817,2.42146,1.52379,0.000192158,0.000192158,0.000192158
70,474.526,0.99414,1.52201,1.15941,0.82234,0.48725,0.53175,0.40945,1.46818,2.337,1.48535,0.000186337,0.000186337,0.000186337
71,481.151,1.10967,1.68555,1.24375,0.82234,0.48725,0.53175,0.40945,1.46818,2.337,1.48535,0.000180516,0.000180516,0.000180516
72,488.459,1.06317,1.58709,1.1874,0.83822,0.4775,0.53287,0.39884,1.49916,2.29845,1.51673,0.000174695,0.000174695,0.000174695
73,495.581,0.92611,1.29446,1.08943,0.83822,0.4775,0.53287,0.39884,1.49916,2.29845,1.51673,0.000168874,0.000168874,0.000168874
74,502.237,0.97644,1.37527,1.12314,0.82245,0.47911,0.53347,0.40497,1.58711,2.25418,1.58145,0.000163052,0.000163052,0.000163052
75,509.119,1.00296,1.37371,1.14318,0.82245,0.47911,0.53347,0.40497,1.58711,2.25418,1.58145,0.000157231,0.000157231,0.000157231
76,515.872,1.01442,1.53203,1.18467,0.8109,0.4778,0.53593,0.41051,1.61442,2.23113,1.62306,0.00015141,0.00015141,0.00015141
77,522.591,1.00002,1.33765,1.09713,0.8109,0.4778,0.53593,0.41051,1.61442,2.23113,1.62306,0.000145589,0.000145589,0.000145589
78,529.067,1.07077,1.56413,1.22329,0.80846,0.47167,0.54912,0.40751,1.6376,2.2605,1.64757,0.000139768,0.000139768,0.000139768
79,535.607,1.01652,1.44069,1.17466,0.80846,0.47167,0.54912,0.40751,1.6376,2.2605,1.64757,0.000133946,0.000133946,0.000133946
80,542.282,0.89655,1.28665,1.09106,0.78564,0.48587,0.58983,0.43723,1.63257,2.28718,1.63787,0.000128125,0.000128125,0.000128125
81,548.607,1.02117,1.3644,1.16016,0.78564,0.48587,0.58983,0.43723,1.63257,2.28718,1.63787,0.000122304,0.000122304,0.000122304
82,554.919,0.99354,1.56625,1.19763,0.77851,0.48809,0.59119,0.43943,1.63224,2.25167,1.61009,0.000116483,0.000116483,0.000116483
83,561.097,0.8984,1.41646,1.11902,0.77851,0.48809,0.59119,0.43943,1.63224,2.25167,1.61009,0.000110662,0.000110662,0.000110662
84,567.248,0.94237,1.33067,1.10071,0.7848,0.49214,0.59178,0.4381,1.61892,2.23308,1.59549,0.00010484,0.00010484,0.00010484
85,573.309,0.95564,1.47741,1.13568,0.7848,0.49214,0.59178,0.4381,1.61892,2.23308,1.59549,9.90192e-05,9.90192e-05,9.90192e-05
86,579.422,1.05456,1.56319,1.25447,0.79637,0.49078,0.59505,0.44031,1.62519,2.21943,1.59679,9.3198e-05,9.3198e-05,9.3198e-05
87,585.597,1.0364,1.50221,1.24277,0.79637,0.49078,0.59505,0.44031,1.62519,2.21943,1.59679,8.73768e-05,8.73768e-05,8.73768e-05
88,591.782,1.10214,1.7156,1.25667,0.81062,0.48921,0.62669,0.46108,1.60563,2.21881,1.58828,8.15556e-05,8.15556e-05,8.15556e-05
89,597.918,0.97057,1.49141,1.17158,0.81062,0.48921,0.62669,0.46108,1.60563,2.21881,1.58828,7.57344e-05,7.57344e-05,7.57344e-05
90,604.101,0.88933,1.19611,1.0464,0.85164,0.4848,0.62775,0.45286,1.58716,2.21172,1.57024,6.99132e-05,6.99132e-05,6.99132e-05
91,610.244,0.91612,1.3879,1.13766,0.85164,0.4848,0.62775,0.45286,1.58716,2.21172,1.57024,6.4092e-05,6.4092e-05,6.4092e-05
92,616.377,0.86555,1.34524,1.08122,0.87712,0.48141,0.62783,0.45567,1.58623,2.19296,1.57096,5.82708e-05,5.82708e-05,5.82708e-05
93,622.367,0.95687,1.36278,1.12686,0.87712,0.48141,0.62783,0.45567,1.58623,2.19296,1.57096,5.24496e-05,5.24496e-05,5.24496e-05
94,628.452,0.88079,1.35575,1.13428,0.8839,0.4817,0.62853,0.45434,1.57603,2.19648,1.57427,4.66284e-05,4.66284e-05,4.66284e-05
95,634.502,0.91733,1.42004,1.15447,0.8839,0.4817,0.62853,0.45434,1.57603,2.19648,1.57427,4.08072e-05,4.08072e-05,4.08072e-05
96,640.525,0.84246,1.2691,1.04361,0.87734,0.48405,0.6259,0.45188,1.56909,2.19765,1.56648,3.4986e-05,3.4986e-05,3.4986e-05
97,646.603,0.88993,1.40446,1.13427,0.87734,0.48405,0.6259,0.45188,1.56909,2.19765,1.56648,2.91648e-05,2.91648e-05,2.91648e-05
98,652.729,0.89537,1.34593,1.15244,0.87214,0.48646,0.62595,0.45623,1.57782,2.18528,1.5736,2.33436e-05,2.33436e-05,2.33436e-05
99,658.807,0.93131,1.34872,1.12431,0.87214,0.48646,0.62595,0.45623,1.57782,2.18528,1.5736,1.75224e-05,1.75224e-05,1.75224e-05
100,664.934,0.84555,1.41713,1.10959,0.86101,0.48817,0.62746,0.46225,1.59354,2.17823,1.59494,1.17012e-05,1.17012e-05,1.17012e-05
