epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,123.819,1.36355,2.41027,1.33594,0.65982,0.26213,0.36223,0.25959,1.70081,3.19765,1.68669,0.00189689,0.000896891,0.000896891
21,129.881,1.37077,2.62814,1.45554,0.46106,0.40833,0.39172,0.28375,1.64623,3.05091,1.64421,0.000901,0.000901,0.000901
22,135.895,1.34288,2.31021,1.45656,0.46106,0.40833,0.39172,0.28375,1.64623,3.05091,1.64421,0.00089605,0.00089605,0.00089605
23,141.912,1.31227,2.37375,1.40064,0.46106,0.40833,0.39172,0.28375,1.64623,3.05091,1.64421,0.0008911,0.0008911,0.0008911
24,147.996,1.42412,2.33451,1.40075,0.55554,0.27178,0.42451,0.30737,1.63649,3.14492,1.69398,0.00088615,0.00088615,0.00088615
25,154.128,1.33117,2.31831,1.47746,0.55554,0.27178,0.42451,0.30737,1.63649,3.14492,1.69398,0.0008812,0.0008812,0.0008812
26,160.293,1.34035,2.36264,1.41313,0.23351,0.43356,0.42722,0.30421,1.67046,3.14842,1.74577,0.00087625,0.00087625,0.00087625
27,166.563,1.36461,2.27432,1.41328,0.23351,0.43356,0.42722,0.30421,1.67046,3.14842,1.74577,0.0008713,0.0008713,0.0008713
28,172.727,1.38359,2.49028,1.47144,0.32799,0.36302,0.46274,0.30755,1.64426,3.09914,1.7559,0.00086635,0.00086635,0.00086635
29,178.934,1.40763,2.32265,1.50243,0.32799,0.36302,0.46274,0.30755,1.64426,3.09914,1.7559,0.0008614,0.0008614,0.0008614
30,185.069,1.23599,2.19271,1.23932,0.31832,0.46691,0.4598,0.32508,1.60739,2.94439,1.70428,0.00085645,0.00085645,0.00085645
31,191.186,1.26694,2.17143,1.35789,0.31832,0.46691,0.4598,0.32508,1.60739,2.94439,1.70428,0.0008515,0.0008515,0.0008515
32,197.319,1.3694,2.27246,1.33739,0.45472,0.42083,0.45831,0.32227,1.62602,2.98393,1.6986,0.00084655,0.00084655,0.00084655
33,203.428,1.2643,2.05227,1.30212,0.45472,0.42083,0.45831,0.32227,1.62602,2.98393,1.6986,0.0008416,0.0008416,0.0008416
34,209.442,1.2362,2.27376,1.3853,0.45472,0.42083,0.45831,0.32227,1.62602,2.98393,1.6986,0.00083665,0.00083665,0.00083665
35,215.539,1.24859,2.1063,1.30836,0.60831,0.40417,0.45567,0.30497,1.63633,2.92612,1.73492,0.0008317,0.0008317,0.0008317
36,221.556,1.27807,2.24123,1.2929,0.60831,0.40417,0.45567,0.30497,1.63633,2.92612,1.73492,0.00082675,0.00082675,0.00082675
37,227.579,1.27936,2.01989,1.31543,0.65597,0.38833,0.48475,0.32367,1.64725,2.79537,1.73825,0.0008218,0.0008218,0.0008218
38,233.615,1.40118,2.30711,1.47637,0.65597,0.38833,0.48475,0.32367,1.64725,2.79537,1.73825,0.00081685,0.00081685,0.00081685
39,239.691,1.36319,2.30127,1.47404,0.78332,0.39243,0.50063,0.35282,1.56199,2.64767,1.67693,0.0008119,0.0008119,0.0008119
40,245.755,1.27717,2.01088,1.31435,0.78332,0.39243,0.50063,0.35282,1.56199,2.64767,1.67693,0.00080695,0.00080695,0.00080695
41,251.879,1.27279,2.20311,1.39416,0.71497,0.4245,0.50265,0.35076,1.56388,2.49521,1.67515,0.000802,0.000802,0.000802
42,257.924,1.1736,1.88641,1.19466,0.71497,0.4245,0.50265,0.35076,1.56388,2.49521,1.67515,0.00079705,0.00079705,0.00079705
43,263.978,1.20032,1.91841,1.27007,0.64323,0.46352,0.5356,0.37097,1.63827,2.51108,1.73994,0.0007921,0.0007921,0.0007921
44,270.014,1.2943,2.05327,1.40771,0.64323,0.46352,0.5356,0.37097,1.63827,2.51108,1.73994,0.00078715,0.00078715,0.00078715
45,276.458,1.283,2.00686,1.34279,0.64323,0.46352,0.5356,0.37097,1.63827,2.51108,1.73994,0.0007822,0.0007822,0.0007822
46,282.63,1.21129,2.04756,1.33941,0.97072,0.40576,0.54808,0.37901,1.68209,2.38877,1.73406,0.00077725,0.00077725,0.00077725
47,288.819,1.21028,1.91636,1.28447,0.97072,0.40576,0.54808,0.37901,1.68209,2.38877,1.73406,0.0007723,0.0007723,0.0007723
48,294.977,1.07802,1.78338,1.17658,0.77642,0.47222,0.58959,0.41449,1.71711,2.4138,1.72081,0.00076735,0.00076735,0.00076735
49,301.127,1.18289,1.78824,1.27394,0.77642,0.47222,0.58959,0.41449,1.71711,2.4138,1.72081,0.0007624,0.0007624,0.0007624
50,307.31,1.29158,2.16397,1.40122,0.54283,0.52778,0.59092,0.38279,1.78423,2.47523,1.76256,0.00075745,0.00075745,0.00075745
51,313.465,1.10378,1.67037,1.21609,0.54283,0.52778,0.59092,0.38279,1.78423,2.47523,1.76256,0.0007525,0.0007525,0.0007525
52,319.669,1.26037,1.84352,1.33981,0.61984,0.44444,0.59213,0.36435,1.82749,2.46906,1.83078,0.00074755,0.00074755,0.00074755
53,325.98,1.17072,1.7477,1.26104,0.61984,0.44444,0.59213,0.36435,1.82749,2.46906,1.83078,0.0007426,0.0007426,0.0007426
54,332.164,1.23719,1.90236,1.30844,0.72401,0.3674,0.53387,0.34891,1.78078,2.49152,1.7989,0.00073765,0.00073765,0.00073765
55,338.449,1.25796,1.92039,1.33289,0.72401,0.3674,0.53387,0.34891,1.78078,2.49152,1.7989,0.0007327,0.0007327,0.0007327
56,344.655,1.15886,1.81009,1.20512,0.72401,0.3674,0.53387,0.34891,1.78078,2.49152,1.7989,0.00072775,0.00072775,0.00072775
57,350.801,1.14101,1.74547,1.22088,0.72261,0.36324,0.54145,0.36838,1.74153,2.55209,1.79434,0.0007228,0.0007228,0.0007228
58,356.96,1.18536,1.82006,1.30092,0.72261,0.36324,0.54145,0.36838,1.74153,2.55209,1.79434,0.00071785,0.00071785,0.00071785
59,363.111,1.24093,2.13821,1.39207,0.66315,0.36822,0.5318,0.40832,1.75004,2.49998,1.7782,0.0007129,0.0007129,0.0007129
60,369.859,1.15198,1.65418,1.2372,0.66315,0.36822,0.5318,0.40832,1.75004,2.49998,1.7782,0.00070795,0.00070795,0.00070795
61,376.458,1.15974,1.80039,1.23786,0.51077,0.46509,0.54756,0.42304,1.7708,2.43222,1.79703,0.000703,0.000703,0.000703
62,382.761,1.05065,1.64867,1.15508,0.51077,0.46509,0.54756,0.42304,1.7708,2.43222,1.79703,0.00069805,0.00069805,0.00069805
63,388.836,1.16935,1.65704,1.22309,0.44697,0.63889,0.56506,0.42422,1.7222,2.32278,1.78202,0.0006931,0.0006931,0.0006931
64,395.148,1.15486,1.91558,1.26927,0.44697,0.63889,0.56506,0.42422,1.7222,2.32278,1.78202,0.00068815,0.00068815,0.00068815
65,401.309,1.05693,1.55649,1.14653,0.73235,0.42666,0.6101,0.46409,1.63319,2.29909,1.73602,0.0006832,0.0006832,0.0006832
66,407.447,1.15481,1.74358,1.26078,0.73235,0.42666,0.6101,0.46409,1.63319,2.29909,1.73602,0.00067825,0.00067825,0.00067825
67,413.598,1.18088,1.82752,1.29264,0.73235,0.42666,0.6101,0.46409,1.63319,2.29909,1.73602,0.0006733,0.0006733,0.0006733
68,419.7,1.14017,1.8669,1.31809,0.58387,0.48537,0.58032,0.42682,1.58951,2.27946,1.73324,0.00066835,0.00066835,0.00066835
69,425.769,1.05193,1.59266,1.22017,0.58387,0.48537,0.58032,0.42682,1.58951,2.27946,1.73324,0.0006634,0.0006634,0.0006634
70,431.892,1.16971,1.75985,1.31001,0.7579,0.40019,0.56647,0.40491,1.58703,2.27394,1.76841,0.00065845,0.00065845,0.00065845
71,437.977,1.21366,1.78214,1.31981,0.7579,0.40019,0.56647,0.40491,1.58703,2.27394,1.76841,0.0006535,0.0006535,0.0006535
72,444.094,1.1776,1.84437,1.33094,0.7508,0.43088,0.57396,0.4087,1.61108,2.26524,1.76434,0.00064855,0.00064855,0.00064855
73,450.171,1.01952,1.49439,1.13592,0.7508,0.43088,0.57396,0.4087,1.61108,2.26524,1.76434,0.0006436,0.0006436,0.0006436
74,456.642,1.15883,1.56374,1.24471,0.65048,0.48169,0.57508,0.41187,1.62948,2.2151,1.76142,0.00063865,0.00063865,0.00063865
75,462.835,1.06633,1.47622,1.16878,0.65048,0.48169,0.57508,0.41187,1.62948,2.2151,1.76142,0.0006337,0.0006337,0.0006337
76,468.886,1.11323,1.71614,1.24643,0.65585,0.48251,0.57537,0.3982,1.63548,2.2602,1.72099,0.00062875,0.00062875,0.00062875
77,474.934,1.08499,1.52353,1.17279,0.65585,0.48251,0.57537,0.3982,1.63548,2.2602,1.72099,0.0006238,0.0006238,0.0006238
78,480.955,1.16042,1.86356,1.34049,0.65585,0.48251,0.57537,0.3982,1.63548,2.2602,1.72099,0.00061885,0.00061885,0.00061885
79,486.933,1.08374,1.63075,1.22184,0.55667,0.57361,0.57457,0.40794,1.63318,2.16455,1.68256,0.0006139,0.0006139,0.0006139
80,493.006,1.01817,1.4072,1.18935,0.55667,0.57361,0.57457,0.40794,1.63318,2.16455,1.68256,0.00060895,0.00060895,0.00060895
81,499.018,1.09759,1.58381,1.25312,0.64073,0.57427,0.59519,0.41498,1.57842,2.10474,1.63459,0.000604,0.000604,0.000604
82,504.954,1.13592,1.6241,1.34826,0.64073,0.57427,0.59519,0.41498,1.57842,2.10474,1.63459,0.00059905,0.00059905,0.00059905
83,510.816,0.97966,1.49172,1.16013,0.66128,0.60765,0.59093,0.41167,1.58104,2.04265,1.62294,0.0005941,0.0005941,0.0005941
84,516.802,0.98314,1.37029,1.13072,0.66128,0.60765,0.59093,0.41167,1.58104,2.04265,1.62294,0.00058915,0.00058915,0.00058915
85,522.773,1.0562,1.54868,1.23419,0.6733,0.60302,0.59205,0.39675,1.62422,2.10719,1.67522,0.0005842,0.0005842,0.0005842
86,528.786,1.10666,1.75181,1.28614,0.6733,0.60302,0.59205,0.39675,1.62422,2.10719,1.67522,0.00057925,0.00057925,0.00057925
87,534.816,1.20102,1.69974,1.40926,0.62417,0.60513,0.59571,0.39681,1.6614,2.16676,1.73735,0.0005743,0.0005743,0.0005743
88,540.823,1.1615,1.83809,1.34192,0.62417,0.60513,0.59571,0.39681,1.6614,2.16676,1.73735,0.00056935,0.00056935,0.00056935
89,546.945,1.07152,1.58522,1.24548,0.62417,0.60513,0.59571,0.39681,1.6614,2.16676,1.73735,0.0005644,0.0005644,0.0005644
90,552.996,0.96976,1.28553,1.10306,0.61768,0.6013,0.59808,0.37695,1.72918,2.23919,1.8016,0.00055945,0.00055945,0.00055945
91,559.072,1.07245,1.72619,1.29724,0.61768,0.6013,0.59808,0.37695,1.72918,2.23919,1.8016,0.0005545,0.0005545,0.0005545
92,565.141,1.03612,1.53463,1.19482,0.66503,0.5733,0.60106,0.37965,1.76843,2.27066,1.83963,0.00054955,0.00054955,0.00054955
93,571.233,1.16354,1.62912,1.30264,0.66503,0.5733,0.60106,0.37965,1.76843,2.27066,1.83963,0.0005446,0.0005446,0.0005446
94,577.324,1.04529,1.55581,1.24834,0.74377,0.54355,0.62262,0.40685,1.75596,2.29267,1.84656,0.00053965,0.00053965,0.00053965
95,583.367,1.15047,1.731,1.26114,0.74377,0.54355,0.62262,0.40685,1.75596,2.29267,1.84656,0.0005347,0.0005347,0.0005347
96,589.4,0.99069,1.45914,1.15141,0.78158,0.54513,0.62493,0.40353,1.73236,2.24725,1.84786,0.00052975,0.00052975,0.00052975
97,595.562,1.06529,1.5012,1.21489,0.78158,0.54513,0.62493,0.40353,1.73236,2.24725,1.84786,0.0005248,0.0005248,0.0005248
98,601.606,0.97341,1.36537,1.15418,0.62933,0.58102,0.62691,0.4086,1.67334,2.19972,1.82069,0.00051985,0.00051985,0.00051985
99,607.599,1.00815,1.42618,1.16654,0.62933,0.58102,0.62691,0.4086,1.67334,2.19972,1.82069,0.0005149,0.0005149,0.0005149
100,613.687,1.00252,1.44102,1.15467,0.62933,0.58102,0.62691,0.4086,1.67334,2.19972,1.82069,0.00050995,0.00050995,0.00050995
101,619.714,1.03508,1.44595,1.19572,0.45832,0.60648,0.6302,0.42205,1.65527,2.139,1.79154,0.000505,0.000505,0.000505
102,625.826,0.91744,1.28523,1.15025,0.45832,0.60648,0.6302,0.42205,1.65527,2.139,1.79154,0.00050005,0.00050005,0.00050005
103,631.864,0.90774,1.43545,1.14094,0.59326,0.5107,0.62284,0.4133,1.6676,2.12788,1.78209,0.0004951,0.0004951,0.0004951
104,637.952,0.96118,1.33454,1.14632,0.59326,0.5107,0.62284,0.4133,1.6676,2.12788,1.78209,0.00049015,0.00049015,0.00049015
105,644.092,1.01854,1.32813,1.18805,0.64955,0.49124,0.61917,0.40071,1.65378,2.1149,1.75588,0.0004852,0.0004852,0.0004852
106,650.166,1.06054,1.45027,1.18625,0.64955,0.49124,0.61917,0.40071,1.65378,2.1149,1.75588,0.00048025,0.00048025,0.00048025
107,656.25,1.07284,1.47782,1.23339,0.48641,0.59722,0.61722,0.39859,1.64019,2.18745,1.71842,0.0004753,0.0004753,0.0004753
108,662.265,1.12919,1.61971,1.29167,0.48641,0.59722,0.61722,0.39859,1.64019,2.18745,1.71842,0.00047035,0.00047035,0.00047035
109,668.297,1.09895,1.6258,1.3179,0.50826,0.5945,0.61341,0.40171,1.64563,2.20797,1.68716,0.0004654,0.0004654,0.0004654
110,674.322,0.98698,1.47549,1.13814,0.50826,0.5945,0.61341,0.40171,1.64563,2.20797,1.68716,0.00046045,0.00046045,0.00046045
111,680.353,1.05489,1.43993,1.2224,0.50826,0.5945,0.61341,0.40171,1.64563,2.20797,1.68716,0.0004555,0.0004555,0.0004555
112,686.442,1.07688,1.67783,1.28282,0.52865,0.5873,0.61225,0.41241,1.65084,2.24569,1.69597,0.00045055,0.00045055,0.00045055
113,692.485,0.91896,1.25587,1.09079,0.52865,0.5873,0.61225,0.41241,1.65084,2.24569,1.69597,0.0004456,0.0004456,0.0004456
114,698.604,0.9829,1.3597,1.12216,0.63185,0.57665,0.59361,0.41905,1.63467,2.18959,1.69195,0.00044065,0.00044065,0.00044065
115,704.625,1.00191,1.40755,1.18765,0.63185,0.57665,0.59361,0.41905,1.63467,2.18959,1.69195,0.0004357,0.0004357,0.0004357
